"","income","members","rooms","dwelling","prov","roof","wall","dwelling.own","water","toilet","toilet.share","electricity","landline","cellphone.use","refuse.removal","street.light","radio","hifi","tv","satelite","video","computer","camera","cellphone.own","tv.les","gas.stove","microwave","fridge","washer","district.council","head.absent","head","head.educ","head.age"
"6229",6.13964511842553,3,2,"hut","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",5,45
"6230",4.81545472068577,9,5,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","no","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Sekhukhune Cross Boundary","no","male",0,52
"6231",5.78283385579137,7,4,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","na","yes","yes","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,48
"6232",6.6995230401715,4,6,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","na","na","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","male",0,70
"6233",6.28744542237446,9,3,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","na","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Sekhukhune Cross Boundary","no","male",0,67
"6234",7.22693601849329,5,4,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","na","yes","na","yes","Kgalagadi","no","male",6,69
"6235",5.70379162988773,4,4,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","yes","na","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Vhembe","no","male",12,41
"6237",6.55885440051746,3,3,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","yes","na","working","na","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Vhembe","no","female",5,75
"6238",5.47337468068275,3,1,"shack","Gauteng","cardboard","cardboard","yes","priv.borehole","na","na","na","not.working","na","na","no","na","yes","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Vhembe","no","male",4,27
"6239",6.69530425153115,1,3,"na","Gauteng","cardboard","na","yes","priv.borehole","na","yes","yes","not.working","yes","na","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Vhembe","no","male",6,36
"6240",6.78370263031216,6,5,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Vhembe","no","female",6,52
"6241",7.04565013892005,2,4,"na","Gauteng","cardboard","na","yes","na","na","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Vhembe","no","female",9,34
"6242",6.91436142136191,6,6,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","na","Vhembe","no","female",6,64
"6243",6.50941084622995,4,4,"na","Gauteng","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","no","na","yes","na","yes","na","yes","yes","na","na","na","yes","na","yes","Vhembe","no","male",9,35
"6244",7.66108098003188,1,2,"na","North.West","cardboard","na","no","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Kgalagadi","no","male",11,23
"6245",7.58036381560248,1,1,"flatlet","Gauteng","cardboard","cardboard","yes","com.borehole","pit.ventilation","na","na","not.working","na","yes","no","yes","na","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Metsweding","no","male",4,28
"6246",8.5860971396788,1,1,"flat","Gauteng","cardboard","na","no","na","na","na","na","not.working","na","na","working","yes","no","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Alfred Nzo","no","male",7,52
"6247",8.00907142845305,1,1,"flat","Gauteng","cardboard","na","no","na","na","na","no","not.working","yes","na","working","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Alfred Nzo","no","male",6,55
"6248",8.58173165151865,1,-3,"flat","Gauteng","cardboard","na","no","na","na","na","na","working","na","na","working","na","yes","yes","yes","yes","yes","yes","na","yes","na","yes","yes","yes","Alfred Nzo","no","male",5,57
"6249",8.29804166137157,1,1,"flat","Gauteng","cardboard","na","no","na","na","na","na","not.working","na","na","working","na","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Alfred Nzo","no","male",0,44
"6250",8.56598335558567,1,1,"flat","Gauteng","cardboard","na","no","na","na","na","no","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Alfred Nzo","no","male",8,56
"6251",6.38933220297559,4,5,"backyard.house","Mpumalanga","cardboard","plastic","yes","na","na","na","na","not.working","na","yes","not.working","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Uthukela","no","male",5,63
"6252",6.70384024031565,3,2,"na","Mpumalanga","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","na","yes","na","na","na","na","na","na","na","Uthukela","no","male",12,34
"6253",6.60398510931735,5,3,"na","North.West","cardboard","cardboard","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Ilembe","no","male",6,33
"6254",7.35137215305468,3,4,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","no","na","na","yes","na","na","yes","yes","Ilembe","no","male",13,49
"6255",5.22708985725967,16,2,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","female",0,39
"6256",6.5445806725471,5,4,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","working","yes","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","female",5,80
"6257",5.98826966444249,7,5,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ilembe","no","female",8,56
"6258",6.44328040048869,5,4,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Ilembe","yes","male",4,53
"6259",6.18070654674651,3,2,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","working","yes","na","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Ilembe","no","female",8,45
"6260",6.6436407899171,2,8,"na","North.West","rock","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","yes","yes","yes","na","na","Ilembe","no","female",0,55
"6261",4.4824210957986,14,1,"na","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","male",4,53
"6262",8.36637030168165,1,9,"na","North.West","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","male",12,45
"6263",6.45636599471157,3,4,"shack","North.West","cardboard","plastic","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Ilembe","no","male",0,72
"6264",7.63681523604643,2,1,"flatlet","North.West","cardboard","cardboard","no","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","male",8,36
"6265",6.81715766734351,6,4,"shack","North.West","cardboard","na","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","na","na","na","yes","na","na","yes","yes","na","na","yes","yes","na","Ilembe","no","female",10,44
"6267",6.23315205120948,3,3,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","na","na","na","na","Ilembe","no","female",6,86
"6268",6.36582073315987,3,5,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","na","working","na","no","no","na","na","na","na","na","yes","yes","na","na","na","yes","na","yes","Ilembe","no","female",9,34
"6269",6.86498756837867,7,3,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","na","na","yes","yes","yes","na","yes","Ilembe","no","male",13,46
"6270",6.55882094638394,7,7,"na","North.West","cardboard","na","no","na","bucket","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Ilembe","no","male",9,57
"6271",5.96614673912369,5,9,"na","Limpopo","rock","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","female",0,55
"6272",7.67128333215339,4,4,"na","Gauteng","rock","na","yes","na","na","yes","na","not.working","na","na","working","yes","na","na","yes","na","na","na","na","na","yes","yes","na","na","Sisonke","no","female",13,37
"6273",8.12212341767846,7,5,"na","Gauteng","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Sisonke","no","female",13,49
"6274",6.30078579466324,2,4,"na","Gauteng","rock","na","yes","na","na","yes","na","working","na","na","working","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Sisonke","no","male",0,51
"6275",7.53547467594032,2,9,"hut","Limpopo","concrete","thatching","yes","public","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",11,49
"6276",6.53971789574809,1,4,"na","Limpopo","cardboard","na","yes","public","pit.ventilation","yes","no","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Amajuba","no","male",11,22
"6277",4.58883350406332,7,4,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Amajuba","no","female",8,44
"6278",6.69084227741856,4,7,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","yes","na","na","yes","na","yes","yes","yes","na","yes","yes","na","yes","Amajuba","no","female",0,90
"6279",7.86326672400957,1,4,"na","Gauteng","rock","plastic","yes","na","na","yes","na","not.working","na","na","working","na","na","na","yes","na","yes","na","na","yes","yes","na","na","yes","Sisonke","no","male",11,30
"6280",6.97541392745595,2,8,"na","Gauteng","rock","na","yes","na","na","yes","na","na","na","na","not.working","na","na","na","yes","na","yes","na","na","na","na","yes","na","na","Sisonke","no","female",8,74
"6281",6.21460809842219,5,5,"na","Gauteng","rock","na","yes","na","na","yes","na","not.working","na","na","no","na","na","na","na","yes","yes","yes","na","na","na","na","na","na","Sisonke","no","male",11,48
"6282",7.29123153385215,2,5,"na","Gauteng","rock","plastic","yes","na","na","yes","na","not.working","na","na","working","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","na","Sisonke","no","female",4,57
"6283",5.33384553950401,8,4,"na","Limpopo","cardboard","na","yes","neighbour","pit.ventilation","no","na","not.working","na","yes","no","na","na","yes","yes","yes","yes","yes","na","na","yes","yes","na","na","Umkhanyakude","no","male",0,67
"6284",6.00468252851743,5,4,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Umkhanyakude","no","female",0,77
"6285",5.27665586976686,7,3,"na","Limpopo","cardboard","na","yes","well","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","no","Umkhanyakude","no","female",0,65
"6286",6.97433296411771,1,2,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Umkhanyakude","no","female",0,80
"6287",5.89647232212176,5,5,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Umkhanyakude","no","female",0,79
"6288",7.55033708169682,1,3,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Umkhanyakude","no","male",10,38
"6289",5.92375574987511,6,4,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Umkhanyakude","no","male",7,49
"6290",6.04332210487643,1,5,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Umkhanyakude","no","male",11,37
"6291",4.26610426885951,5,6,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","no","na","working","na","yes","no","yes","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Umkhanyakude","no","female",6,52
"6294",6.18070654674651,6,5,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Umkhanyakude","no","female",12,32
"6295",6.78478021662333,7,6,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","yes","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","na","na","yes","na","yes","yes","Umkhanyakude","no","female",0,77
"6296",6.15808910556862,5,4,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","na","na","na","na","yes","Sekhukhune Cross Boundary","no","female",12,38
"6297",8.85970574230316,2,5,"na","North.West","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","na","na","na","na","yes","na","na","yes","na","na","na","Mopani","no","male",12,62
